"665","754","473","1","86.09"
"1775","385","338","6","219.62"
"1733","6","65","10","195.7"
"1028","545","228","3","458.96"
"303","1998","170","6","413.36"
"1667","1790","322","5","300.39"
"913","176","613","9","79.41"
"1304","1193","882","9","262.9"
"1105","1471","656","10","60.19"
"1293","1268","182","7","422.84"
"266","456","391","10","190.38"
"258","1385","185","5","57.17"
"478","433","185","7","55.79"
"1708","1155","177","9","71.45"
"1585","1268","64","2","477.36"
"1365","155","828","3","221.22"
"1177","1298","389","1","307.23"
"543","1970","14","9","317.22"
"1460","533","342","2","403.01"
"926","460","160","10","15.18"
"214","1290","307","6","347.84"
"731","511","448","6","162.78"
"982","1219","137","1","37.69"
"1436","741","430","1","102.78"
"364","1341","23","7","149.9"
"757","1786","916","9","64.65"
"774","1796","783","2","517.99"
"276","832","44","6","285.81"
"220","1574","674","1","308.61"
"348","1816","982","5","158.85"
"1760","1335","340","5","554.95"
"1057","1528","163","7","504.66"
"1495","866","18","3","100.03"
"1136","323","8","4","169.81"
"1514","53","470","6","18.45"
"1200","1374","677","9","219.04"
"972","464","88","5","227.74"
"292","1743","575","9","651.16"
"1767","1702","980","7","245.89"
"482","346","563","9","531.47"
"1248","999","691","5","138.91"
"1349","1822","999","1","420.45"
"1512","1970","748","1","227.64"
"168","1068","477","4","94.8"
"429","1103","655","3","110.55"
"1334","1392","16","2","249.11"
"1577","835","523","10","75.45"
"485","1978","423","7","459.03"
"1391","973","882","8","294.83"
"294","916","306","10","319.57"
"415","271","531","9","36.54"
"1250","1408","990","7","709.71"
"1774","1939","552","2","132.47"
"1071","1261","931","3","356.38"
"1938","1362","751","8","288.15"
"1067","1423","749","3","97.17"
"322","524","782","8","575.27"
"1254","25","981","5","140.65"
"681","1804","43","10","99.31"
"1031","582","32","9","4.28"
"443","465","927","8","233.17"
"948","1776","443","4","345.98"
"373","303","869","8","174.21"
"27","337","479","10","90.58"
"1204","1832","729","1","34.9"
"1327","742","995","10","171.64"
"1469","600","429","4","432.59"
"1527","411","721","2","35.66"
"1732","561","558","5","202.99"
"466","1087","113","6","241.6"
"1017","636","132","3","324.74"
"899","656","659","4","176.47"
"122","530","788","1","50.23"
"606","892","901","3","272.84"
"1662","1366","695","8","145.04"
"1209","1688","181","6","114.46"
"1954","1191","853","5","154.28"
"1195","643","556","1","4.87"
"268","457","868","4","370.82"
"1817","1558","837","6","56.33"
"731","1346","941","10","582.79"
"799","11","327","10","291.05"
"1897","1068","477","5","94.8"
"1560","106","403","1","157.46"
"1636","81","731","6","66.88"
"339","174","836","8","213.02"
"71","129","898","10","79.79"
"1655","1171","757","6","538.5"
"770","1581","923","5","162.69"
"220","678","363","5","510.18"
"483","154","92","3","192.84"
"1560","1691","253","8","312.44"
"1089","1948","360","9","339.71"
"552","1975","633","7","17.73"
"596","174","855","4","338.8"
"1226","482","102","9","193.34"
"282","712","250","10","129.05"
"526","511","710","5","2.41"
"277","36","869","9","131.25"
"1446","883","857","5","371.37"
"1150","119","302","8","201.46"
"626","1703","97","2","100.21"
"724","1587","251","2","84.85"
"1117","1094","20","7","51.51"
"893","303","434","3","234.8"
"1058","954","30","2","598.53"
"49","1766","653","2","43.75"
"1436","1410","739","1","175.62"
"977","608","422","1","16.73"
"1029","959","178","9","316.64"
"1735","561","961","3","213.53"
"630","1","157","3","358.57"
"1888","356","891","5","282.3"
"697","339","927","4","528.39"
"135","1981","746","6","356.97"
"1675","1503","358","8","127.18"
"1670","188","743","10","164.51"
"1502","407","942","5","284.44"
"340","696","832","2","274.17"
"246","644","848","4","271.72"
"1051","1346","344","9","63.62"
"888","1983","543","10","187.72"
"941","1338","807","10","254.99"
"895","844","585","10","332.17"
"1469","863","893","8","48.82"
"2","1701","49","10","133.36"
"944","1241","353","1","254.0"
"1068","878","342","10","148.5"
"543","1943","370","4","199.38"
"429","1714","389","1","437.39"
"1884","336","905","9","573.95"
"187","1422","458","6","251.71"
"1563","1205","336","10","291.75"
"1254","153","294","8","98.43"
"286","1972","551","9","364.12"
"1846","530","589","7","338.88"
"341","825","574","9","63.81"
"416","1289","329","6","555.6"
"786","737","431","5","266.39"
"1733","101","151","5","149.08"
"1042","62","666","3","63.05"
"771","1159","283","6","74.56"
"1472","1759","693","9","48.15"
"788","1262","801","2","170.76"
"240","687","265","7","289.78"
"30","66","700","4","256.72"
"926","1470","447","9","543.83"
"1331","762","171","5","176.25"
"1083","334","568","3","432.11"
"1660","1719","960","8","19.3"
"656","1608","254","3","261.88"
"1233","335","775","3","248.22"
"1972","1818","218","2","89.08"
"1594","1625","110","6","76.49"
"771","727","150","2","568.98"
"1552","1036","550","3","223.18"
"219","1081","998","5","282.63"
"291","1134","661","7","73.19"
"1965","1412","648","7","364.22"
"888","1596","321","2","2.13"
"1625","1781","291","2","70.01"
"1413","274","902","3","64.22"
"1906","1437","938","3","217.77"
"1722","878","504","7","87.68"
"1508","35","916","10","42.08"
"2","811","844","3","435.11"
"941","1559","262","7","204.89"
"1787","1305","169","4","394.91"
"835","633","987","10","192.26"
"909","17","370","1","159.75"
"1441","392","878","5","657.38"
"343","378","563","4","435.05"
"1653","617","290","1","577.49"
"1875","1030","632","9","40.46"
"1803","419","471","3","444.13"
"1808","548","506","4","114.27"
"841","1639","887","3","467.26"
"543","984","47","3","230.42"
"377","1575","596","7","211.34"
"1657","1731","285","1","277.71"
"1393","1571","164","5","24.55"
"1655","1623","254","1","227.41"
"832","727","150","2","568.98"
"1931","470","819","4","207.03"
"261","1760","191","1","299.66"
"1963","1651","653","10","21.9"
"140","597","801","7","294.91"
"310","1244","278","7","25.72"
"954","580","663","5","461.22"
"440","1741","269","8","145.13"
"1931","592","44","8","397.15"
"1355","468","969","2","105.79"
"925","1730","797","3","269.81"
"521","1231","313","1","358.37"
"1559","1711","266","1","355.37"
"334","1683","53","2","119.56"
"667","1306","20","7","56.21"
"996","1091","828","5","247.5"
"234","992","327","7","363.07"
"1978","354","540","7","483.02"
"651","116","369","8","43.0"
"126","129","915","9","502.17"
"277","900","767","4","244.26"
"474","1737","710","5","4.28"
"276","1132","643","9","265.43"
"1423","1568","745","8","602.95"
"618","334","568","2","432.11"
"1325","1715","343","4","125.87"
"962","1879","78","8","246.57"
"1757","831","42","1","109.02"
"1282","1586","665","1","139.42"
"1992","1238","463","3","323.3"
"320","541","637","6","354.06"
"702","1911","251","5","88.33"
"459","1392","851","1","434.4"
"1691","810","835","6","101.23"
"523","1938","926","7","56.62"
"181","1929","662","3","71.17"
"943","1744","805","3","346.25"
"1630","290","971","10","457.42"
"644","379","817","7","163.53"
"1174","497","474","7","17.94"
"478","279","790","10","344.55"
"614","350","822","8","106.51"
"957","921","436","2","493.38"
"122","1617","546","1","272.56"
"1398","191","44","7","474.4"
"12","563","348","5","309.9"
"248","598","436","10","560.84"
"1456","59","648","9","638.21"
"867","570","869","7","130.16"
"1908","436","330","1","97.2"
"1853","981","610","8","351.42"
"1155","1386","181","6","48.16"
"1609","35","916","4","42.08"
"1126","165","181","10","104.37"
"174","401","739","3","362.64"
"677","516","726","8","269.65"
"835","1848","372","1","451.23"
"1220","1559","230","10","94.74"
"55","1559","230","7","94.74"
"1282","1570","67","1","224.11"
"1872","324","688","10","466.91"
"479","1187","142","7","172.74"
"684","59","952","9","79.81"
"131","965","179","7","103.65"
"1294","1270","769","4","197.38"
"1932","86","618","10","155.13"
"643","523","127","1","343.68"
"351","1290","292","2","241.84"
"1111","487","766","5","381.28"
"1714","1605","111","8","278.9"
"314","461","228","5","433.17"
"920","379","270","3","30.72"
"1009","1341","187","3","234.73"
"1615","638","223","5","307.89"
"1850","1416","314","5","178.03"
"1452","41","834","3","298.98"
"696","893","983","9","374.1"
"208","1001","157","7","343.46"
"241","1290","307","7","347.84"
"48","1744","990","9","327.85"
"32","1689","180","7","372.08"
"1492","1353","859","8","349.81"
"893","373","270","5","63.45"
"1241","1791","388","2","353.96"
"1576","511","89","10","628.56"
"1712","1294","228","5","266.96"
"926","53","470","7","18.45"
"464","1669","101","3","74.16"
"1690","1611","928","7","45.44"
"1237","1687","711","2","2.18"
"994","138","382","9","488.8"
"1643","1943","444","9","546.88"
"269","1804","903","3","245.86"
"789","1790","860","5","233.55"
"1711","950","260","9","237.69"
"1074","107","267","3","410.44"
"966","1483","592","8","329.67"
"504","1419","559","1","236.53"
"1862","793","831","3","327.58"
"720","572","106","1","426.83"
"1930","562","969","5","122.69"
"1508","1538","68","3","410.03"
"1539","958","743","3","185.27"
"1967","193","820","5","368.68"
"1129","717","312","6","117.44"
"274","580","663","8","461.22"
"509","1258","773","3","12.97"
"1325","171","104","4","357.02"
"1045","329","327","1","355.87"
"1286","1561","476","4","131.89"
"676","1967","414","6","200.02"
"1714","1489","81","7","219.53"
"241","251","422","6","12.29"
"532","1959","686","8","473.04"
"1493","529","355","8","114.3"
"1256","1237","424","10","282.34"
"779","278","469","3","379.97"
"1225","666","91","4","332.34"
"1848","646","716","3","109.13"
"1709","565","998","5","242.94"
"1133","1683","221","8","216.91"
"147","701","326","3","313.16"
"1541","913","373","4","334.59"
"1647","390","634","5","259.21"
"736","232","197","3","231.92"
"502","206","323","5","64.39"
"1788","737","431","4","266.39"
"195","548","645","8","109.01"
"125","244","713","5","139.32"
"1499","91","280","7","277.58"
"684","1512","629","2","466.17"
"18","1505","170","10","368.05"
"1393","1267","205","5","138.01"
"1850","747","252","8","153.65"
"150","1660","850","3","505.3"
"340","112","695","6","269.17"
"1958","1002","463","8","297.49"
"492","1645","293","8","418.26"
"1592","1102","69","1","57.92"
"1510","279","315","1","422.23"
"97","60","66","2","189.1"
"419","187","615","3","263.73"
"463","53","470","10","18.45"
"817","907","300","2","121.42"
"1818","1416","135","9","497.71"
"1334","1502","378","3","409.0"
"1122","1800","570","1","487.05"
"1735","73","813","3","60.74"
"119","1848","864","4","191.03"
"1443","1791","863","3","464.18"
"246","19","734","8","293.73"
"884","384","438","8","328.26"
"1183","1186","303","2","105.3"
"728","785","46","7","605.23"
"480","243","436","1","287.58"
"1781","1943","769","7","284.37"
"801","918","410","8","673.02"
"1853","293","949","1","473.31"
"992","1765","444","5","567.21"
"1446","891","276","10","473.43"
"1773","854","977","4","229.8"
"1166","1414","52","4","372.4"
"1788","1708","926","1","87.3"
"916","1012","129","9","28.53"
"1611","672","102","6","200.84"
"1125","76","279","6","124.47"
"703","1097","870","10","515.95"
"504","1280","754","8","196.74"
"1180","975","663","7","220.07"
"1770","1788","972","4","95.61"
"1885","1653","300","10","247.3"
"646","151","192","3","503.04"
"1428","382","398","1","567.88"
"285","841","189","5","247.97"
"73","931","714","5","549.86"
"1369","489","984","9","108.59"
"1832","821","408","5","26.12"
"1570","371","711","4","2.9"
"924","378","398","4","346.3"
"1789","87","787","3","131.52"
"1471","322","752","8","164.32"
"1223","1771","72","1","374.81"
"1592","687","265","3","289.78"
"1877","942","369","3","29.78"
"1203","918","92","2","288.28"
"10","1565","376","9","323.32"
"1546","457","522","6","196.81"
"1575","582","21","1","366.84"
"896","1585","752","5","350.81"
"1392","1987","26","1","496.0"
"1311","932","629","5","294.08"
"1943","1936","783","2","347.41"
"683","481","635","1","566.27"
"738","1983","650","1","17.79"
"1034","1766","968","5","247.6"
"1284","897","532","6","469.94"
"1593","1732","51","6","4.73"
"485","38","450","1","511.56"
"1495","1292","113","9","236.91"
"1769","181","622","2","279.78"
"1514","848","820","6","511.92"
"558","485","981","4","143.76"
"1613","1567","890","5","158.01"
"1617","1941","246","6","232.44"
"1717","616","233","6","285.83"
"1201","189","209","3","217.52"
"61","1177","872","8","552.39"
"635","717","312","2","117.44"
"1844","73","957","1","125.85"
"908","921","352","10","158.37"
"1215","1102","69","9","57.92"
"270","1483","937","4","331.38"
"1900","1129","618","9","124.9"
"367","555","993","2","542.79"
"166","1223","369","1","31.59"
"955","212","610","10","271.41"
"1964","217","10","5","40.49"
"1783","792","723","9","21.09"
"634","442","919","1","514.08"
"1791","1130","99","5","220.11"
"44","532","451","10","81.61"
"1155","170","792","9","414.05"
"1818","586","344","5","78.8"
"146","1254","848","7","415.93"
"1172","1939","552","10","132.47"
"386","1362","751","4","288.15"
"1313","924","250","10","151.76"
"1568","561","961","2","213.53"
"1432","1571","229","5","206.91"
"1922","1700","401","5","13.52"
"1142","1189","510","8","425.4"
"318","132","126","7","6.7"
"1279","968","855","7","299.42"
"1448","1302","912","5","165.41"
"416","1594","761","9","616.32"
"1810","1250","541","8","166.79"
"129","242","89","4","276.56"
"1794","1235","473","10","104.29"
"638","249","237","10","608.67"
"1371","1719","960","4","19.3"
"995","1794","96","9","668.52"
"1969","1382","3","4","156.57"
"1355","342","923","7","339.98"
"555","673","276","10","492.96"
"572","1133","98","7","377.33"
"1640","1260","487","6","412.32"
"18","186","86","6","152.51"
"1716","242","320","7","327.05"
"1333","395","212","2","109.21"
"716","1469","489","1","81.65"
"1186","53","175","3","199.14"
"1235","352","805","7","199.71"
"1731","1365","962","6","477.6"
"1850","1571","229","6","206.91"
"1147","1255","442","6","329.32"
"1367","512","976","7","267.93"
"1358","1648","472","9","247.23"
"579","357","567","5","313.43"
"285","1623","8","10","168.82"
"549","1608","512","4","533.28"
"453","1693","132","10","312.35"
"436","1234","27","10","622.37"
"1170","643","40","10","157.96"
"866","1937","519","1","288.05"
"914","1400","349","5","200.87"
"775","1673","379","5","253.63"
"463","1487","682","8","271.05"
"317","504","337","10","468.54"
"1429","1175","4","4","329.86"
"339","790","306","5","192.26"
"210","1146","332","5","36.19"
"1775","1996","674","1","251.27"
"141","1867","658","8","223.37"
"1449","1023","731","10","84.72"
"963","404","538","10","491.78"
"1704","1101","587","7","142.45"
"1240","480","286","7","267.9"
"215","1419","831","4","242.66"
"1923","655","99","6","225.73"
"1001","272","186","2","353.21"
"533","1908","95","6","88.31"
"528","50","964","7","554.94"
"1621","1653","300","9","247.3"
"1744","1743","10","3","91.95"
"1010","1780","309","6","171.52"
"284","419","131","3","550.33"
"59","1332","228","9","440.44"
"446","1658","699","3","500.04"
"1385","516","726","1","269.65"
"1123","280","613","1","113.3"
"1928","252","902","7","72.67"
"1340","250","268","2","482.96"
"322","1588","717","7","538.45"
"1016","412","927","5","244.25"
"12","1982","545","3","267.03"
"1655","460","81","2","127.41"
"32","1673","767","2","112.65"
"1673","128","186","8","360.62"
"424","35","571","2","3.07"
"1976","280","927","9","479.01"
"429","854","159","4","217.23"
"1619","1413","510","7","404.43"
"367","378","398","8","346.3"
"1898","636","735","2","295.49"
"1554","1610","794","4","39.92"
"297","528","651","10","72.41"
"1747","1196","618","4","153.9"
"1583","933","979","1","48.33"
"1948","1432","64","7","594.7"
"1394","765","404","10","655.54"
"1233","1049","398","2","358.55"
"1686","18","756","10","32.31"
"1799","205","93","5","493.97"
"417","855","865","1","470.25"
"219","1886","343","6","58.43"
"1221","93","586","2","287.43"
"225","656","585","2","606.96"
"445","688","974","8","261.36"
"33","1150","100","7","341.18"
"713","1411","144","7","88.37"
"783","1093","325","4","260.15"
"1916","378","816","1","81.89"
"1139","597","801","7","294.91"
"1514","112","309","1","312.06"
"125","66","700","8","256.72"
"1321","891","391","7","134.67"
"1325","1771","345","8","37.51"
"1047","1187","937","6","400.43"
"409","436","330","7","97.2"
"1495","886","347","4","182.88"
"1190","1977","424","7","341.67"
"987","1767","251","8","110.57"
"425","181","549","3","288.17"
"1963","1016","915","5","698.98"
"1111","1866","634","7","203.3"
"1135","1842","524","5","413.9"
"696","386","184","6","83.1"
"1512","1397","394","5","46.6"
"776","1654","637","6","256.05"
"1182","1763","357","5","83.8"
"1313","866","455","3","250.26"
"37","1104","177","10","72.23"
"71","1789","312","3","114.58"
"961","633","400","8","135.62"
"1745","1300","570","9","171.95"
"371","1763","795","2","378.68"
"670","828","777","9","231.58"
"262","1694","961","6","532.13"
"665","1054","136","9","130.75"
"1253","1774","934","1","385.96"
"1804","1477","876","10","102.92"
"1238","1860","158","5","126.98"
"893","1629","365","5","10.45"
"838","1743","697","1","243.41"
"287","362","403","1","111.99"
"912","1647","201","2","471.82"
"1063","1990","515","10","573.84"
"79","1367","628","2","100.78"
"1839","1926","774","9","502.33"
"848","1836","73","8","15.98"
"818","1207","672","9","444.38"
"1212","1317","419","3","61.57"
"1247","1147","156","10","133.43"
"825","194","841","5","192.81"
"1531","1198","702","1","45.87"
"1807","379","270","5","30.72"
"1211","807","38","9","465.79"
"727","1035","6","1","305.81"
"1834","231","944","3","13.97"
"574","1587","656","5","130.4"
"1344","877","942","7","162.54"
"681","318","648","6","470.59"
"1372","276","726","6","260.12"
"1814","1482","923","10","294.28"
"329","727","150","7","568.98"
"1114","1178","793","10","56.11"
"524","1485","158","1","140.15"
"956","1012","580","2","435.41"
"1735","507","2","4","246.06"
"291","1752","570","10","495.13"
"1616","803","692","6","70.35"
"1699","1013","773","2","13.94"
"30","147","708","3","17.52"
"1590","292","722","1","93.47"
"1200","622","774","10","489.42"
"223","778","450","5","305.69"
"180","1","547","7","200.39"
"1198","178","64","1","514.27"
"1125","934","68","8","369.81"
"1483","545","741","5","356.02"
"1814","545","228","1","458.96"
"1285","1822","246","6","274.12"
"639","1965","496","1","282.44"
"1713","476","439","8","245.16"
"746","35","586","9","213.32"
"1209","789","440","3","71.96"
"111","918","92","5","288.28"
"1540","873","497","2","335.83"
"1313","807","152","9","93.33"
"1406","389","341","2","106.0"
"93","491","933","9","117.78"
"1069","921","964","7","478.64"
"1425","1629","64","6","436.12"
"1552","1685","317","7","51.65"
"510","1314","168","4","43.81"
"1043","1382","3","10","156.57"
"1481","249","3","6","442.77"
"1159","119","302","6","201.46"
"567","1154","505","10","293.6"
"1369","930","99","5","340.83"
"1657","1489","577","2","428.73"
"888","1604","549","3","531.88"
"1543","1380","294","9","123.77"
"1250","1347","559","7","122.75"
"584","916","306","4","319.57"
"887","1085","340","9","546.3"
"76","1561","476","8","131.89"
"1174","1767","231","6","216.21"
"914","510","652","10","173.1"
"504","73","133","7","415.8"
"1425","671","898","3","140.56"
"1914","1445","993","6","411.5"
"1322","1494","341","1","61.8"
"1675","1366","695","4","145.04"
"458","1783","235","8","238.84"
"41","251","749","5","80.1"
"1775","122","166","5","351.83"
"630","336","905","6","573.95"
"1262","64","209","1","94.44"
"1754","761","608","2","97.38"
"226","138","382","7","488.8"
"743","955","1","7","40.17"
"1447","218","304","1","20.9"
"190","324","640","6","10.65"
"1111","1967","912","5","166.86"
"1989","1714","389","7","437.39"
"1818","1938","816","4","75.87"
"1965","1240","714","10","581.35"
"1399","1992","804","6","191.86"
"1023","1886","343","5","58.43"
"610","1970","14","8","317.22"
"1280","1272","570","4","353.67"
"1373","65","191","9","195.72"
"1082","933","215","1","174.06"
"1276","616","421","4","110.9"
"1294","75","510","9","201.86"
"1275","237","268","6","381.51"
"1761","1303","722","6","50.27"
"734","364","837","2","88.96"
"1541","1951","480","4","320.1"
"282","450","143","2","310.97"
"618","97","567","10","467.91"
"108","712","250","5","129.05"
"1470","1532","649","10","349.23"
"1874","392","91","4","483.99"
"377","204","889","5","301.86"
"697","636","132","6","324.74"
"1253","871","50","10","373.21"
"1528","1221","219","10","65.5"
"1705","133","131","9","265.09"
"1751","970","730","1","146.69"
"704","915","534","4","403.17"
"1753","137","275","9","267.21"
"1286","944","412","5","118.39"
"552","999","691","10","138.91"
"1719","136","390","3","467.69"
"1891","1812","217","4","431.37"
"788","69","390","4","498.82"
"1230","604","479","1","69.63"
"1185","743","974","5","227.68"
"1788","1418","256","7","240.14"
"90","141","451","2","77.87"
"522","929","639","8","331.32"
"1676","908","142","9","216.5"
"333","1087","320","7","267.71"
"848","268","913","4","402.35"
"3","1404","422","4","11.04"
"603","898","253","3","384.97"
"1900","975","503","3","167.86"
"707","417","260","5","333.0"
"1995","1937","523","9","93.44"
"547","124","889","6","317.74"
"1181","1943","370","1","199.38"
"1442","1363","70","2","407.36"
"1233","1157","970","7","428.63"
"1339","392","953","8","379.35"
"1858","418","750","7","571.72"
"1847","1106","497","5","259.12"
"1591","897","532","10","469.94"
"1398","155","828","3","221.22"
"301","1075","303","9","270.23"
"1704","1485","158","5","140.15"
"151","617","837","7","88.92"
"777","385","338","10","219.62"
"1067","150","73","3","12.14"
"1966","1409","905","4","652.4"
"20","111","42","2","172.57"
"72","1226","854","7","185.51"
"379","725","926","1","77.48"
"346","345","295","1","336.78"
"42","1558","160","6","10.57"
"1642","477","45","7","298.91"
"1786","351","258","8","339.33"
"752","1282","681","1","171.53"
"334","1817","906","7","198.98"
"767","1958","641","7","109.05"
"1397","1653","221","8","318.45"
"1048","669","278","4","40.81"
"1619","203","153","7","144.75"
"999","770","597","8","159.54"
"939","524","43","6","260.27"
"1928","1000","766","3","413.07"
"1138","609","832","8","407.16"
"150","744","664","9","441.53"
"1075","926","298","9","270.76"
"465","1978","661","3","59.22"
"1053","411","169","8","210.5"
"1310","1280","1","7","40.42"
"411","922","789","7","190.75"
"927","391","774","10","468.95"
"1118","913","185","4","55.9"
"1258","744","668","5","306.75"
"1862","1193","882","7","262.9"
"1819","1050","908","4","122.04"
"939","1219","665","6","105.82"
"1083","1726","765","2","230.26"
"436","1591","392","8","239.79"
"153","1793","99","1","416.32"
"1819","1715","744","9","408.78"
"1477","1565","280","6","661.28"
"1871","321","159","1","226.69"
"530","1209","203","8","418.1"
"1027","1359","722","4","111.74"
"1383","849","342","10","205.39"
"937","1494","341","1","61.8"
"1632","163","400","4","130.6"
"1458","1590","940","6","516.31"
"1263","956","661","9","29.75"
"893","703","885","4","79.65"
"1797","479","599","10","72.07"
"1224","1306","686","8","319.12"
"828","1833","25","7","280.11"
"561","565","749","3","45.18"
"194","903","389","6","661.35"
"1655","284","584","1","81.3"
"627","1131","862","10","664.52"
"314","1673","403","5","124.49"
"1471","1295","119","8","16.55"
"624","900","965","1","5.93"
"1565","860","434","6","170.18"
"86","1255","442","8","329.32"
"385","1411","154","9","176.8"
"1537","839","282","1","241.74"
"1989","1705","69","9","60.79"
"1700","1535","10","1","44.92"
"1524","1413","461","1","32.2"
"1507","594","105","10","388.5"
"1482","1264","224","5","87.22"
"67","839","104","8","253.4"
"506","1184","145","6","195.7"
"118","47","135","6","492.64"
"1926","285","673","9","69.99"
"258","228","91","2","283.09"
"1165","1002","463","9","297.49"
"741","1161","952","4","113.49"
"1375","421","323","3","32.34"
"1256","1175","258","1","158.7"
"97","1849","986","9","330.67"
"1376","1566","989","5","378.58"
"1201","591","149","5","589.76"
"407","477","328","1","334.62"
"94","643","889","3","219.48"
"632","264","42","5","185.06"
"297","259","972","6","56.12"
"1354","129","898","6","79.79"
"1184","1720","199","1","137.82"
"534","1635","589","1","536.45"
"922","1083","240","4","309.63"
"50","1648","472","5","247.23"
"378","1431","163","2","302.94"
"33","593","865","9","486.02"
"318","1947","235","1","313.01"
"134","1719","551","8","297.3"
"218","1068","477","6","94.8"
"408","1645","770","9","32.53"
"1783","486","101","10","101.9"
"1303","1947","685","1","382.82"
"1666","928","975","2","91.25"
"1776","1561","893","8","50.19"
"1032","1519","292","7","231.53"
"663","1267","611","9","67.13"
"1818","1949","436","3","576.85"
"1648","792","763","1","47.87"
"964","824","442","5","162.79"
"1199","519","671","1","177.84"
"582","744","668","9","306.75"
"1431","222","23","7","162.23"
"324","778","576","2","283.67"
"1997","1952","676","6","589.46"
"1088","1286","774","7","371.69"
"434","1731","694","6","526.56"
"812","147","440","6","63.57"
"687","682","397","7","454.69"
"1200","467","751","5","200.34"
"917","529","60","4","201.04"
"1178","1332","228","5","440.44"
"1211","618","13","8","573.99"
"1492","293","949","10","473.31"
"99","1807","971","10","290.36"
"1537","475","575","4","675.31"
"1058","428","748","6","125.57"
"327","386","879","5","289.53"
"504","921","222","9","174.86"
"642","1353","845","6","226.03"
"431","1221","559","3","252.67"
"291","1932","94","6","469.96"
"511","1922","759","8","238.57"
"1642","1997","381","7","377.62"
"839","476","739","2","325.53"
"509","335","745","1","566.41"
"122","1236","953","5","597.89"
"1783","714","803","5","402.32"
"1342","1154","918","2","475.29"
"191","668","153","10","75.42"
"1896","1448","438","3","229.64"
"1527","178","64","7","514.27"
"414","1428","993","10","321.1"
"1168","1663","436","5","535.86"
"108","964","493","2","220.83"
"509","1243","711","2","3.27"
"754","693","489","6","170.72"
"425","716","306","7","261.52"
"1459","568","320","1","321.67"
"1139","805","499","1","114.62"
"1460","1224","38","8","491.51"
"1165","1429","78","4","179.28"
"534","1937","523","8","93.44"
"1629","563","348","10","309.9"
"895","1357","906","3","100.87"
"597","200","854","6","188.58"
"1821","738","397","1","619.72"
"946","396","291","10","60.29"
"1981","1207","756","5","35.22"
"982","894","127","4","288.8"
"1236","351","379","7","540.16"
"1272","1568","172","2","146.75"
"530","1619","764","1","195.45"
"717","1793","115","2","331.23"
"1555","825","480","7","411.98"
"1143","756","233","4","158.37"
"4","929","639","10","331.32"
"55","727","888","10","384.84"
