"1097","645","180.58","380"
"6","8","208.33","253"
"1525","802","648.37","750"
"1138","588","237.83","206"
"1187","235","201.35","285"
"912","339","457.83","577"
"1895","827","359.26","829"
"45","591","0.98","936"
"398","952","68.97","745"
"707","123","338.86","181"
"1195","429","448.77","115"
"1039","451","66.98","750"
"1984","52","337.55","858"
"1942","279","209.89","847"
"501","903","428.8","898"
"52","703","35.44","607"
"94","566","337.79","269"
"1953","14","703.06","845"
"1565","376","323.32","492"
"893","115","309.64","527"
"1625","910","498.31","607"
"1483","937","331.38","750"
"1654","637","256.05","46"
"1693","204","248.23","913"
"1234","355","66.08","155"
"713","831","339.33","920"
"1938","816","75.87","351"
"1279","661","75.87","248"
"1783","641","67.0","889"
"111","42","172.57","448"
"1209","203","418.1","632"
"1519","292","231.53","696"
"1935","493","385.81","260"
"457","982","279.85","657"
"455","21","237.38","13"
"562","969","122.69","344"
"1377","740","341.38","522"
"793","831","327.58","151"
"344","576","197.4","81"
"689","81","209.53","476"
"21","741","344.06","832"
"1207","750","561.5","382"
"766","102","270.25","955"
"1255","247","417.62","259"
"609","261","280.84","405"
"1929","321","4.66","621"
"11","245","392.22","230"
"1532","649","349.23","534"
"1669","862","657.16","953"
"1743","604","571.13","765"
"1168","152","40.66","402"
"1595","72","365.93","178"
"918","162","104.13","70"
"1184","145","195.7","233"
"1187","142","172.74","605"
"76","279","124.47","215"
"1119","640","7.06","469"
"790","169","260.06","435"
"713","274","529.65","161"
"917","446","441.97","857"
"1228","515","555.73","834"
"449","499","175.99","707"
"901","6","251.17","719"
"1829","588","483.28","932"
"1529","779","185.46","998"
"289","268","389.08","652"
"1771","474","14.08","179"
"25","38","657.34","772"
"107","385","184.88","314"
"1949","874","117.01","168"
"1000","369","37.77","653"
"1157","970","428.63","523"
"339","629","250.37","214"
"996","446","246.4","382"
"616","981","82.67","892"
"138","152","47.92","244"
"787","149","278.35","910"
"127","307","195.16","355"
"689","456","385.85","330"
"693","124","261.7","783"
"476","739","325.53","559"
"1209","712","296.09","452"
"1744","982","264.2","142"
"913","185","55.9","424"
"780","325","491.53","319"
"73","133","415.8","121"
"1863","983","376.9","251"
"480","302","224.99","595"
"1959","983","332.07","294"
"1906","706","217.77","681"
"1000","459","188.5","790"
"970","730","146.69","925"
"1426","631","210.56","920"
"1465","698","18.93","549"
"1987","95","54.21","193"
"1201","596","179.02","961"
"1361","44","502.56","814"
"558","778","322.33","11"
"1887","474","15.55","427"
"1101","563","601.87","278"
"759","269","319.52","220"
"517","568","436.03","109"
"1826","398","463.78","835"
"1343","14","591.9","509"
"1816","982","158.85","20"
"394","78","188.25","109"
"1748","595","369.8","897"
"1203","952","89.54","312"
"1673","798","251.68","498"
"1496","795","363.88","0"
"891","391","134.67","204"
"1094","540","244.97","158"
"581","345","59.9","803"
"16","828","117.51","860"
"375","680","218.1","130"
"1068","350","71.72","209"
"273","864","210.55","731"
"1044","819","273.71","889"
"1807","366","170.17","229"
"1469","636","574.04","314"
"1945","413","10.68","814"
"561","465","308.73","781"
"1437","446","270.61","371"
"635","393","77.73","278"
"1497","264","157.07","351"
"1660","890","202.75","716"
"1653","710","3.66","595"
"1224","730","148.98","131"
"860","262","305.93","152"
"371","443","706.88","357"
"11","485","533.49","777"
"1315","979","44.07","306"
"679","18","48.27","574"
"1171","757","538.5","509"
"1601","732","210.09","825"
"38","450","511.56","907"
"152","946","416.89","388"
"746","236","395.33","629"
"1001","770","84.0","267"
"1124","936","138.75","645"
"1787","852","221.43","282"
"1260","487","412.32","413"
"188","743","164.51","998"
"1392","641","121.66","722"
"892","901","272.84","778"
"189","331","30.91","589"
"1015","418","602.98","968"
"1850","393","82.27","464"
"1365","373","320.21","177"
"1324","426","43.17","789"
"1707","41","198.25","252"
"54","112","309.29","362"
"580","663","461.22","902"
"1180","885","55.54","759"
"1832","729","34.9","499"
"505","65","498.76","458"
"499","324","171.62","520"
"564","589","405.71","911"
"467","423","492.43","85"
"603","837","30.54","797"
"1844","816","164.68","170"
"1685","317","51.65","304"
"656","585","606.96","44"
"605","979","22.11","231"
"1836","451","109.13","750"
"956","592","171.02","490"
"900","459","130.16","407"
"916","306","319.57","25"
"932","629","294.08","22"
"1306","376","425.09","347"
"1038","571","4.54","558"
"843","855","258.0","161"
"974","75","394.25","464"
"296","395","63.43","695"
"235","564","226.47","338"
"378","563","435.05","854"
"1967","414","200.02","410"
"1919","639","180.27","566"
"669","320","331.99","740"
"1647","201","471.82","607"
"1334","724","586.53","899"
"94","848","481.03","678"
"165","346","239.61","530"
"284","584","81.3","37"
"740","0","325.95","990"
"1973","658","195.24","614"
"1425","237","399.72","179"
"1773","909","513.37","434"
"295","993","700.42","769"
"779","698","24.38","674"
"1115","858","126.74","64"
"1258","37","174.17","1000"
"1871","284","183.12","235"
"1085","340","546.3","196"
"617","290","577.49","40"
"181","549","288.17","157"
"1624","660","80.15","569"
"1432","66","153.04","410"
"1985","809","282.93","976"
"589","809","518.25","45"
"1669","101","74.16","815"
"1984","926","56.9","152"
"1532","681","192.78","50"
"1290","292","241.84","684"
"281","546","243.15","766"
"208","753","481.84","913"
"1129","618","124.9","190"
"1201","383","338.13","969"
"1334","489","189.48","268"
"1264","224","87.22","407"
"691","937","491.2","563"
"403","671","188.91","223"
"604","950","1.57","617"
"510","652","173.1","443"
"1810","909","371.55","900"
"1411","836","100.09","262"
"632","856","145.37","62"
"1978","399","152.62","980"
"85","37","151.46","417"
"313","665","202.19","4"
"139","32","3.85","301"
"519","59","14.99","581"
"561","558","202.99","155"
"1033","746","430.17","471"
"1234","27","622.37","499"
"857","583","211.56","235"
"1098","570","474.4","148"
"36","869","131.25","659"
"1800","105","304.6","316"
"1458","495","550.59","26"
"1001","157","343.46","245"
"1027","710","3.67","430"
"1580","832","490.32","376"
"1131","746","310.57","385"
"1781","487","226.02","739"
"1759","693","48.15","749"
"656","659","176.47","435"
"1773","86","98.81","363"
"1013","773","13.94","837"
"1526","293","630.83","782"
"215","68","342.3","807"
"1873","942","371.99","738"
"1122","482","155.26","49"
"1497","834","340.86","958"
"1122","587","372.47","700"
"1726","765","230.26","964"
"1597","156","326.77","143"
"1416","923","348.38","384"
"1417","342","388.92","145"
"1966","665","114.05","40"
"803","596","125.5","507"
"1207","260","422.82","365"
"1106","564","303.97","590"
"998","137","41.3","842"
"1072","998","227.33","209"
"1881","942","244.74","252"
"1062","948","552.24","34"
"1719","596","195.41","82"
"1341","407","431.52","137"
"597","407","273.01","503"
"1006","56","83.46","318"
"1312","8","111.63","24"
"98","149","270.39","66"
"1057","975","92.81","813"
"1203","555","438.83","633"
"520","997","130.48","139"
"1335","788","77.34","247"
"513","607","301.69","579"
"1523","900","103.06","529"
"689","638","79.68","481"
"1568","372","515.66","652"
"1067","143","372.56","959"
"1201","719","480.74","155"
"999","691","138.91","700"
"174","855","338.8","233"
"797","423","188.74","526"
"1799","142","230.7","201"
"124","676","439.54","587"
"957","522","309.07","333"
"1939","489","205.13","892"
"55","860","511.28","490"
"1737","77","410.55","862"
"736","825","275.56","601"
"981","356","306.61","488"
"941","90","10.56","816"
"319","12","28.85","183"
"911","11","268.42","600"
"1747","14","307.88","335"
"496","262","186.25","67"
"535","688","224.37","333"
"490","277","594.4","997"
"1877","775","388.91","350"
"1939","761","589.54","475"
"318","648","470.59","625"
"1854","667","76.61","807"
"1752","532","464.68","771"
"1645","293","418.26","231"
"1743","697","243.41","87"
"911","361","128.83","196"
"807","888","417.16","244"
"603","65","318.77","506"
"1373","280","693.35","256"
"754","473","86.09","476"
"56","498","533.88","458"
"1726","514","340.85","900"
"1376","757","339.56","511"
"961","870","624.48","836"
"860","767","135.87","532"
"1754","648","379.31","970"
"129","298","280.32","176"
"1010","782","625.65","591"
"969","372","262.49","407"
"1648","876","172.68","593"
"895","37","172.0","206"
"1611","168","19.16","176"
"556","885","67.92","825"
"1249","696","419.18","229"
"131","355","97.4","554"
"710","924","61.72","352"
"994","627","57.68","780"
"77","126","4.88","847"
"630","269","319.59","932"
"839","0","426.02","586"
"1609","798","263.36","948"
"600","84","465.46","474"
"1221","559","252.67","729"
"572","106","426.83","236"
"754","992","14.74","783"
"56","507","335.31","266"
"499","850","459.54","674"
"1775","791","70.4","187"
"1176","853","302.35","716"
"1177","80","412.5","874"
"1694","961","532.13","1000"
"1677","455","369.18","339"
"1431","304","24.64","246"
"1205","314","136.11","624"
"273","841","140.58","484"
"86","618","155.13","270"
"1610","421","158.54","317"
"1264","963","122.67","411"
"1943","444","546.88","103"
"80","775","312.15","919"
"1036","213","116.29","895"
"271","595","572.15","745"
"122","121","416.39","163"
"1399","905","715.28","159"
"15","292","248.92","512"
"631","376","409.91","752"
"1172","76","326.74","140"
"1346","941","582.79","85"
"655","726","267.55","798"
"1471","839","594.47","309"
"1200","755","122.98","621"
"1401","86","149.41","646"
"293","949","473.31","936"
"551","35","25.15","696"
"746","2","560.85","839"
"254","580","382.82","920"
"1133","496","286.86","390"
"816","255","5.74","654"
"505","911","474.04","206"
"309","980","662.7","708"
"1615","74","46.66","840"
"555","501","152.88","638"
"1153","690","157.96","591"
"990","262","246.68","70"
"1834","907","501.07","435"
"1012","580","435.41","704"
"473","195","38.96","92"
"720","436","502.79","255"
"765","404","655.54","245"
"1069","664","180.05","717"
"1258","773","12.97","77"
"1781","291","70.01","224"
"1987","220","465.35","363"
"1319","506","96.79","404"
"1869","900","186.13","825"
"1501","953","267.47","374"
"955","830","33.24","766"
"1752","424","230.22","3"
"1938","926","56.62","315"
"1049","398","358.55","847"
"143","986","695.54","632"
"1451","963","227.25","780"
"46","414","518.74","349"
"1320","781","248.85","383"
"843","579","676.77","425"
"1409","905","652.4","733"
"603","200","202.45","417"
"1611","928","45.44","631"
"337","267","151.3","361"
"1492","818","87.45","195"
"1505","871","61.29","221"
"712","737","423.39","634"
"98","515","553.96","426"
"1921","929","56.56","934"
"1872","685","329.93","228"
"1031","462","289.01","195"
"278","141","146.48","566"
"489","984","108.59","385"
"419","429","460.54","275"
"1763","795","378.68","34"
"358","517","331.58","878"
"846","222","108.9","77"
"1970","98","381.93","17"
"458","699","370.57","429"
"1232","62","435.82","697"
"1203","493","153.39","714"
"290","487","343.34","670"
"886","347","182.88","519"
"1205","66","169.72","141"
"469","897","469.17","321"
"1989","784","85.8","82"
"280","613","113.3","913"
"1625","842","185.15","278"
"957","391","162.69","317"
"1954","244","23.92","232"
"457","919","471.84","287"
"109","362","63.05","452"
"841","514","327.04","306"
"460","81","127.41","915"
"52","169","344.99","908"
"1066","551","355.95","80"
"1518","614","321.29","587"
"523","33","0.84","63"
"862","523","155.08","675"
"1346","841","123.58","937"
"1933","471","459.57","587"
"761","24","189.39","334"
"1303","722","50.27","528"
"367","883","128.63","981"
"798","710","1.91","634"
"290","884","248.25","176"
"655","285","171.28","441"
"933","215","174.06","921"
"1801","787","184.06","878"
"891","468","609.56","356"
"1161","952","113.49","55"
"231","210","45.68","733"
"384","632","20.23","882"
"273","368","472.01","135"
"1206","193","163.02","833"
"790","480","423.63","956"
"305","469","491.68","473"
"1022","335","164.97","600"
"1479","781","215.31","839"
"1540","900","92.72","370"
"463","782","224.4","869"
"1411","144","88.37","230"
"1187","312","190.98","271"
"1995","208","691.57","336"
"188","456","363.7","860"
"890","345","50.75","708"
"1717","137","73.52","992"
"383","346","540.92","708"
"1412","592","261.86","800"
"153","294","98.43","254"
"1595","187","378.27","178"
"720","679","469.0","665"
"605","35","37.42","680"
"1688","181","114.46","231"
"1386","880","222.76","965"
"1342","931","307.48","230"
"1912","11","511.21","486"
"39","759","231.41","40"
"170","399","346.63","518"
"538","23","231.51","933"
"1293","177","80.52","473"
"464","88","227.74","296"
"1745","524","302.13","248"
"1586","237","365.59","992"
"1353","497","629.04","501"
"341","493","309.22","150"
"373","270","63.45","622"
"537","185","43.29","219"
"811","179","48.5","744"
"17","577","174.12","154"
"883","857","371.37","839"
"1231","313","358.37","317"
"18","56","98.37","743"
"975","663","220.07","322"
"1035","454","366.6","394"
"1619","764","195.45","677"
"13","856","274.46","365"
"1427","637","436.25","932"
"1119","207","405.37","790"
"959","979","39.14","203"
"1902","459","157.17","561"
"52","673","38.31","756"
"1794","96","668.52","119"
"1921","487","405.3","991"
"411","169","210.5","79"
"1299","473","95.84","388"
"111","665","170.51","307"
"58","775","295.72","236"
"1102","69","57.92","559"
"1255","442","329.32","121"
"1983","650","17.79","91"
"1565","280","661.28","179"
"1406","407","235.36","37"
"1712","298","306.1","885"
"185","440","66.68","127"
"50","964","554.94","922"
"1715","239","408.5","15"
"655","145","227.25","582"
"358","608","61.94","465"
"533","77","156.95","664"
"48","429","319.13","418"
"565","668","504.12","503"
"811","844","435.11","227"
"6","818","89.19","299"
"689","975","85.11","76"
"1035","66","187.66","464"
"596","236","519.83","182"
"1045","664","286.44","325"
"118","812","206.17","163"
"1043","346","512.51","574"
"1158","415","550.32","726"
"1449","906","231.75","474"
"892","998","275.81","86"
"1821","609","112.54","276"
"412","927","244.25","935"
"800","182","428.64","802"
"1236","953","597.89","482"
"1785","174","191.93","11"
"442","630","512.23","124"
"1884","338","240.02","618"
"230","728","364.77","316"
"1125","467","203.24","18"
"147","593","24.65","739"
"992","772","318.02","732"
"1418","393","53.48","558"
"1416","756","18.52","71"
"1405","165","31.51","199"
"203","153","144.75","14"
"457","868","370.82","218"
"1858","834","493.62","443"
"142","537","482.27","196"
"433","175","188.15","408"
"1649","880","312.6","100"
"463","814","376.22","266"
"643","151","117.16","723"
"476","439","245.16","325"
"1168","473","49.38","482"
"1351","755","108.3","17"
"1903","985","634.55","564"
"1413","149","577.31","446"
"1486","56","177.52","28"
"75","161","149.01","763"
"1475","309","261.46","625"
"1849","62","289.89","331"
"1076","378","194.04","646"
"650","954","340.61","298"
"984","47","230.42","168"
"375","651","174.91","333"
"1224","38","491.51","111"
"1383","167","118.47","3"
"1791","546","354.99","750"
"257","547","207.26","340"
"1888","181","65.58","146"
"665","748","232.35","502"
"72","905","679.07","289"
"159","777","258.75","788"
"1327","612","289.79","390"
"1932","873","79.34","33"
"1113","232","59.92","167"
"669","743","116.05","476"
"1857","661","63.69","16"
"268","834","485.01","74"
"985","132","254.95","122"
"1265","415","211.06","584"
"692","988","469.38","306"
"710","430","74.01","767"
"1319","303","233.39","743"
"676","13","392.22","610"
"1535","579","570.04","949"
"1198","754","421.31","986"
"506","556","7.58","523"
"1947","235","313.01","640"
"1003","695","176.64","951"
"962","852","273.8","611"
"1093","325","260.15","278"
"863","36","28.71","868"
"1450","733","304.44","853"
"129","874","183.44","602"
"1591","392","239.79","692"
"1425","251","92.75","302"
"860","840","8.63","866"
"1761","695","332.2","966"
"1992","944","10.85","700"
"1717","220","379.66","861"
"918","403","100.92","571"
"912","479","110.73","600"
"1619","50","343.49","850"
"356","692","57.9","10"
"1823","40","190.9","920"
"1856","175","191.38","938"
"1396","171","79.58","629"
"1972","464","22.75","577"
"1422","588","420.35","148"
"773","364","127.47","739"
"547","131","229.13","746"
"1767","251","110.57","0"
"154","116","59.6","660"
"1917","256","202.77","710"
"1719","551","297.3","438"
"1325","277","334.63","121"
"1842","524","413.9","1"
"33","356","279.45","641"
"1660","132","259.22","158"
"1844","59","12.66","923"
"995","666","51.48","84"
"890","535","472.76","480"
"1608","512","533.28","448"
"233","674","201.25","177"
"725","222","105.5","558"
"980","631","233.01","456"
"512","331","75.57","136"
"910","878","304.52","909"
"598","843","268.98","729"
"1797","993","265.77","616"
"1113","815","52.42","597"
"411","565","37.33","683"
"1745","331","77.06","773"
"1479","129","38.22","350"
"1067","184","56.79","848"
"608","609","94.83","529"
"1925","931","205.79","934"
"754","886","93.63","176"
"922","789","190.75","952"
"1471","873","102.59","9"
"1620","350","135.07","81"
"1180","142","154.87","602"
"203","402","257.94","83"
"810","241","133.03","54"
"291","478","33.0","245"
"447","482","146.23","130"
"1060","257","99.28","651"
"1648","472","247.23","206"
"204","379","231.73","611"
"539","899","281.63","459"
"1246","443","369.23","833"
"1538","815","84.39","257"
"755","703","18.48","205"
"609","899","248.85","430"
"520","719","446.2","66"
"1266","963","327.92","612"
"959","51","6.45","384"
"1708","412","193.29","647"
"1460","426","22.61","499"
"929","664","443.43","420"
"1016","230","126.73","69"
"1756","172","354.51","101"
"889","128","425.46","668"
"560","655","177.82","456"
"917","417","429.0","725"
"1026","449","539.64","267"
"1232","860","228.06","115"
"586","344","78.8","103"
"1305","61","109.92","550"
"1791","863","464.18","487"
"1183","275","158.44","39"
"467","543","224.71","29"
"1692","298","175.56","854"
"950","260","237.69","518"
"174","647","262.39","527"
"93","671","188.33","720"
"1938","766","655.94","904"
"505","284","185.9","886"
"290","613","122.3","846"
"715","447","637.2","758"
"1897","851","334.56","85"
"1476","725","317.31","221"
"382","178","252.26","183"
"873","497","335.83","556"
"967","127","182.52","721"
"717","700","101.56","497"
"152","864","360.19","113"
"1015","216","254.5","511"
"1867","658","223.37","753"
"1793","99","416.32","299"
"1713","39","495.93","622"
"1733","89","469.33","499"
"127","414","282.62","574"
"97","44","422.01","142"
"669","372","407.49","465"
"651","162","118.57","452"
"1207","756","35.22","89"
"1392","894","92.12","75"
"1621","912","175.56","857"
"488","911","447.63","623"
"1702","179","50.98","782"
"101","586","258.02","719"
"1065","752","292.55","186"
"1325","967","247.15","362"
"812","247","493.22","159"
"1056","473","37.15","350"
"1608","254","261.88","91"
"225","80","610.11","496"
"254","499","71.62","353"
"663","947","460.67","976"
"622","596","109.48","860"
"1258","771","249.87","66"
"134","733","331.66","85"
"648","148","469.55","613"
"1106","407","283.79","227"
"415","439","173.02","265"
"1799","266","190.29","777"
"181","553","426.22","524"
"1163","438","500.67","251"
"985","490","153.26","121"
"329","286","630.69","178"
"701","582","118.12","709"
"198","240","537.6","564"
"1356","521","189.39","793"
"1330","447","241.01","548"
"1459","355","78.07","317"
"996","392","305.24","161"
"1211","572","142.02","745"
"978","274","273.0","313"
"1422","17","144.56","916"
"1792","810","340.12","196"
"1035","642","401.79","278"
"1725","466","46.99","496"
"1477","876","102.92","98"
"894","157","258.37","359"
"326","366","289.76","296"
"1384","379","439.6","541"
"162","76","511.11","899"
"1140","901","626.47","329"
"1965","509","222.28","798"
"41","834","298.98","799"
"706","662","54.65","651"
"1450","88","449.17","151"
"761","233","304.36","933"
"426","666","69.35","510"
"105","346","473.05","685"
"369","531","65.31","880"
"97","567","467.91","791"
"226","561","345.22","770"
"532","406","465.32","255"
"634","906","241.17","429"
"258","859","522.28","270"
"1431","163","302.94","118"
"404","773","9.41","149"
"736","708","11.38","380"
"1002","473","42.9","400"
"1704","589","572.85","620"
"1897","824","104.48","883"
"179","684","255.97","263"
"1667","308","179.67","399"
"1774","934","385.96","490"
"1231","812","301.5","519"
"506","102","202.91","402"
"937","127","204.52","635"
"1395","10","49.73","909"
"655","621","261.27","551"
"1335","340","554.95","861"
"526","198","209.98","163"
"24","330","55.52","338"
"1406","321","3.87","66"
"1520","31","463.77","162"
"519","179","43.47","786"
"466","215","90.86","953"
"174","536","155.35","473"
"515","89","407.4","373"
"1885","128","577.12","173"
"631","387","276.99","120"
"562","57","301.15","992"
"1347","943","189.91","508"
"1809","589","256.61","391"
"215","957","267.15","610"
"1222","726","311.99","422"
"1372","335","174.51","182"
"1115","429","431.23","292"
"26","275","254.62","495"
"372","400","146.13","152"
"520","103","67.39","726"
"322","301","4.55","665"
"821","544","532.88","647"
"1637","333","194.5","766"
"655","61","122.36","400"
"140","192","444.58","810"
"1530","870","222.13","315"
"678","690","175.34","218"
"1961","186","340.76","388"
"1760","56","63.54","826"
"1408","953","552.66","448"
"862","108","273.76","653"
"1330","895","126.0","709"
"916","378","162.52","884"
"655","99","225.73","846"
"1105","248","241.33","802"
"1935","56","175.6","211"
"958","814","327.42","735"
"647","761","638.04","979"
"335","775","248.22","630"
"693","489","170.72","101"
"1503","627","43.68","363"
"1280","55","574.31","530"
"343","433","268.78","398"
"95","924","73.88","124"
"956","758","426.78","425"
"267","837","71.1","270"
"1412","438","405.59","534"
"289","609","150.98","15"
"1762","616","112.56","216"
"102","284","260.66","688"
"1477","768","325.03","654"
"1581","168","17.55","350"
"1049","894","68.35","867"
"1809","56","180.03","828"
"72","328","344.17","940"
"1092","733","137.27","929"
"1349","513","156.56","551"
"187","61","109.89","809"
"1445","282","403.86","363"
"482","424","272.28","510"
"1417","105","473.02","330"
"929","639","331.32","410"
"1067","708","10.71","37"
"1961","229","295.18","321"
"1700","424","380.16","752"
"717","850","575.99","10"
"1616","542","612.35","916"
"1967","912","166.86","483"
"1810","27","530.26","803"
"1939","68","284.24","955"
"1067","987","246.11","670"
"1815","97","38.82","84"
"1009","472","345.11","469"
"1588","87","318.28","286"
"673","462","319.04","27"
"42","250","119.59","756"
"53","662","70.2","210"
"520","276","275.74","353"
"620","192","295.18","204"
"469","526","228.58","625"
"1962","102","436.79","332"
"721","148","525.23","929"
"161","224","88.88","424"
"1559","230","94.74","229"
"548","801","239.23","5"
"1575","959","227.25","556"
"1170","429","455.72","221"
"737","431","266.39","47"
"480","805","177.94","676"
"1551","543","212.1","866"
"1637","280","458.99","722"
"443","426","49.74","697"
"1561","476","131.89","403"
"736","476","115.57","885"
"1416","314","178.03","319"
"290","940","441.02","807"
"970","395","80.74","606"
"1071","415","244.62","289"
"1159","150","635.79","536"
"743","911","422.1","460"
"1715","591","1.25","970"
"500","564","322.06","119"
"1602","956","444.8","559"
"1834","741","424.99","484"
"348","893","48.88","808"
"1259","977","332.74","531"
"821","238","630.1","112"
"628","229","255.44","208"
"820","40","333.14","200"
"1027","158","139.66","243"
"635","767","139.52","264"
"1733","240","329.02","478"
"287","470","27.84","869"
"1783","759","97.12","454"
