"28","795","1601","1763","10603.04","28","1990-12-23 11:34:42","1991-01-06 11:34:42","Complete"
"29","502","1527","1882","1751.1","26","2001-05-15 20:47:02","2001-05-29 20:47:02","Complete"
"30","742","461","611","2405.16","18","1987-05-29 09:08:17","1987-06-12 09:08:17","Complete"
"31","32","1336","139","111.65","29","1980-08-13 20:08:43","1980-08-27 20:08:43","Complete"
"32","734","258","19","293.73","1","1982-04-04 14:45:04","1982-04-18 14:45:04","Complete"
"33","441","1616","317","2157.68","4","2005-03-01 23:53:40","2005-03-15 23:53:40","Complete"
"34","233","346","532","1797.45","15","2011-05-07 15:36:43","2011-05-21 15:36:43","Complete"
"35","927","716","1140","5065.2","20","1976-07-12 21:17:33","1976-07-26 21:17:33","Complete"
"36","906","1894","14","187.54","1","2008-05-23 19:35:27","2008-06-06 19:35:27","Complete"
"37","884","1955","814","1664.67","7","1992-02-11 04:37:13","1992-02-25 04:37:13","Complete"
"38","906","378","634","241.17","1","1993-11-26 19:32:05","1993-12-10 19:32:05","Complete"
"39","815","753","1113","1258.08","24","2011-12-23 18:58:51","2012-01-06 18:58:51","Complete"
"40","735","402","1096","6119.28","24","2011-01-16 11:54:13","2011-01-30 11:54:13","Complete"
"41","7","1609","1144","5609.8","20","1994-07-25 04:52:18","1994-08-08 04:52:18","Complete"
"42","716","1635","92","568.28","4","1994-03-26 07:46:48","1994-04-09 07:46:48","Complete"
"43","82","1353","1184","1366.24","16","2020-08-12 10:36:16","2020-08-26 10:36:16","Complete"
"44","478","1518","720","1386.0","21","1980-12-20 07:31:31","1981-01-03 07:31:31","Complete"
"45","479","407","912","1660.95","15","2015-10-01 17:14:26","2015-10-15 17:14:26","Complete"
"46","50","255","1916","9737.42","22","2010-07-19 11:22:22","2010-08-02 11:22:22","Complete"
"47","826","188","1877","9773.75","25","2007-09-03 03:19:07","2007-09-17 03:19:07","Complete"
"48","685","720","1947","7273.58","19","1982-08-12 19:58:05","1982-08-26 19:58:05","Complete"
"49","793","1248","94","825.0","20","2004-01-12 11:41:42","2004-01-26 11:41:42","Complete"
"50","601","664","1731","5542.1900000000005","29","2011-04-09 16:44:02","2011-04-23 16:44:02","Complete"
"51","894","849","1049","751.8499999999999","11","1993-04-24 09:57:29","1993-05-08 09:57:29","Complete"
"52","648","897","1754","6827.58","18","1993-05-06 02:59:28","1993-05-20 02:59:28","Complete"
"53","177","1813","1155","1571.9","22","1979-06-11 19:34:23","1979-06-25 19:34:23","Complete"
"54","885","863","1180","610.9399999999999","11","2004-06-29 00:17:07","2004-07-13 00:17:07","Complete"
"55","508","523","1412","6716.360000000001","28","1985-08-04 09:15:53","1985-08-18 09:15:53","Complete"
"56","24","764","794","643.3199999999999","6","2004-04-22 00:46:12","2004-05-06 00:46:12","Complete"
"57","411","328","1406","5534.19","27","2001-12-14 22:08:55","2001-12-28 22:08:55","Complete"
"58","308","4","541","7600.900000000001","29","1977-04-05 02:17:53","1977-04-19 02:17:53","Complete"
"59","23","1162","16","3039.0499999999997","19","2002-04-09 17:13:31","2002-04-23 17:13:31","Complete"
"60","850","1617","499","459.54","1","1971-03-31 01:59:49","1971-04-14 01:59:49","Complete"
"61","913","386","973","2075.94","6","1984-01-30 19:10:34","1984-02-13 19:10:34","Complete"
"62","874","640","1129","120.06","1","1996-07-21 15:22:40","1996-08-04 15:22:40","Complete"
"63","451","967","141","856.57","11","1970-09-23 12:53:13","1970-10-07 12:53:13","Complete"
"64","343","439","1715","1384.5700000000002","11","2020-01-23 20:23:38","2020-02-06 20:23:38","Complete"
"65","676","1145","1105","17012.100000000002","30","1972-12-13 04:38:08","1972-12-27 04:38:08","Complete"
"66","977","1644","265","1470.1","5","2005-04-06 05:23:05","2005-04-20 05:23:05","Complete"
"67","898","1962","129","319.16","4","2008-01-12 23:06:59","2008-01-26 23:06:59","Complete"
"68","323","1954","1664","1427.8000000000002","22","1970-05-10 13:49:44","1970-05-24 13:49:44","Complete"
"69","313","634","689","8651.25","25","1979-05-16 14:03:57","1979-05-30 14:03:57","Complete"
"70","743","51","1103","1306.3400000000001","14","2008-01-18 16:01:42","2008-02-01 16:01:42","Complete"
"71","239","729","506","6424.2","18","2015-02-27 17:21:11","2015-03-13 17:21:11","Complete"
"72","476","1632","1113","3622.36","28","1985-08-01 06:46:59","1985-08-15 06:46:59","Complete"
"73","643","831","22","7435.52","16","2003-01-08 00:13:38","2003-01-22 00:13:38","Complete"
"74","352","1415","443","1632.6000000000001","9","1995-04-07 20:37:01","1995-04-21 20:37:01","Complete"
"75","117","1146","637","2028.48","24","2014-11-06 08:34:11","2014-11-20 08:34:11","Complete"
"76","489","29","1928","5744.7","26","1981-01-21 07:05:47","1981-02-04 07:05:47","Complete"
"77","672","1463","735","7324.68","22","1972-11-03 04:01:45","1972-11-17 04:01:45","Complete"
"78","263","1181","92","1217.8","4","1979-11-13 09:50:16","1979-11-27 09:50:16","Complete"
"79","94","102","1932","11279.039999999999","24","2014-04-28 23:33:02","2014-05-12 23:33:02","Complete"
"80","474","558","1995","46.24","4","1985-05-16 18:55:45","1985-05-30 18:55:45","Complete"
"81","570","610","1272","2122.02","6","1975-12-13 19:03:07","1975-12-27 19:03:07","Complete"
"82","711","906","1763","83.79","21","1986-01-25 17:34:19","1986-02-08 17:34:19","Complete"
"83","401","1103","398","956.4","30","2014-12-18 15:57:38","2015-01-01 15:57:38","Complete"
"84","958","1267","1555","9946.04","26","1974-11-01 14:32:43","1974-11-15 14:32:43","Complete"
"85","327","1324","1600","6114.9","22","2012-04-15 08:16:21","2012-04-29 08:16:21","Complete"
"86","697","1215","1022","2406.3999999999996","5","1983-09-29 22:01:50","1983-10-13 22:01:50","Complete"
"87","371","1449","1","3127.04","16","2021-11-23 03:15:08","2021-12-07 03:15:08","Complete"
"88","143","1821","640","5004.11","23","2002-09-06 07:42:41","2002-09-20 07:42:41","Complete"
"89","544","317","244","3389.8199999999997","7","1983-06-03 11:09:18","1983-06-17 11:09:18","Complete"
"90","895","951","1330","3402.0","27","2015-05-13 00:45:42","2015-05-27 00:45:42","Complete"
"91","563","800","346","10629.400000000001","20","2012-07-20 06:22:33","2012-08-03 06:22:33","Complete"
"92","151","1789","643","1171.6","10","2005-11-12 23:03:05","2005-11-26 23:03:05","Complete"
"93","264","1930","211","7899.81","23","1988-11-09 16:06:33","1988-11-23 16:06:33","Complete"
"94","379","1915","1384","6594.0","15","2011-01-23 00:33:04","2011-02-06 00:33:04","Complete"
"95","676","1786","1204","817.26","3","1996-12-05 02:37:42","1996-12-19 02:37:42","Complete"
"96","260","542","417","5994.0","18","1980-03-28 03:23:41","1980-04-11 03:23:41","Complete"
"97","872","11","598","990.44","4","2005-08-05 15:41:00","2005-08-19 15:41:00","Complete"
"98","376","249","452","5327.3","10","1974-06-14 18:03:46","1974-06-28 18:03:46","Complete"
"99","816","431","1844","3787.6400000000003","23","1987-01-10 07:14:41","1987-01-24 07:14:41","Complete"
"100","790","1631","244","4079.7","27","2017-04-28 16:22:36","2017-05-12 16:22:36","Complete"
"101","480","60","1858","10203.199999999999","28","2021-06-20 00:13:28","2021-07-04 00:13:28","Complete"
"102","231","1393","200","5278.52","13","1995-12-14 07:54:51","1995-12-28 07:54:51","Complete"
"103","391","636","776","5089.68","18","1983-08-20 15:42:01","1983-09-03 15:42:01","Complete"
"104","645","245","1653","2690.3100000000004","21","1996-08-31 10:54:19","1996-09-14 10:54:19","Complete"
"105","435","1197","1890","1458.3500000000001","5","1996-05-13 21:53:45","1996-05-27 21:53:45","Complete"
"106","807","1575","1338","5354.79","21","2014-09-09 17:01:25","2014-09-23 17:01:25","Complete"
"107","633","1233","1358","78.4","4","1983-07-31 22:55:06","1983-08-14 22:55:06","Complete"
"108","993","1959","1428","4816.5","15","2017-07-07 05:29:22","2017-07-21 05:29:22","Complete"
"109","927","644","465","1632.1899999999998","7","1983-04-08 07:00:36","1983-04-22 07:00:36","Complete"
"110","927","1543","339","13209.75","25","1981-09-19 00:10:04","1981-10-03 00:10:04","Complete"
"111","8","921","1312","446.52","4","2018-01-02 05:49:42","2018-01-16 05:49:42","Complete"
"112","836","374","1665","2202.36","12","2003-10-19 21:06:51","2003-11-02 21:06:51","Complete"
"113","63","1753","463","4128.4","8","1972-12-05 05:00:15","1972-12-19 05:00:15","Complete"
"114","914","1015","1236","3687.3","10","1973-04-03 21:18:25","1973-04-17 21:18:25","Complete"
"115","837","1083","207","1113.42","21","1970-11-16 02:02:33","1970-11-30 02:02:33","Complete"
"116","105","1750","1692","410.05","1","1988-08-08 00:04:07","1988-08-22 00:04:07","Complete"
"117","300","651","907","2306.98","19","2018-02-06 20:09:40","2018-02-20 20:09:40","Complete"
"118","906","1172","1357","201.74","2","1977-04-18 07:57:59","1977-05-02 07:57:59","Complete"
"119","841","205","1346","1730.12","14","1970-08-08 21:36:22","1970-08-22 21:36:22","Complete"
"120","823","648","1373","5373.75","15","1983-04-08 00:47:19","1983-04-22 00:47:19","Complete"
"121","671","1867","403","5667.3","30","2006-07-22 05:05:26","2006-08-05 05:05:26","Complete"
"122","520","466","169","1141.72","23","2004-07-13 09:21:05","2004-07-27 09:21:05","Complete"
"123","637","1609","1427","10906.25","25","2005-08-21 02:45:26","2005-09-04 02:45:26","Complete"
"124","34","1477","389","5663.5199999999995","18","1992-03-10 06:23:42","1992-03-24 06:23:42","Complete"
"125","317","108","1240","215.21999999999997","6","1982-11-19 02:18:16","1982-12-03 02:18:16","Complete"
"126","156","1836","1147","1067.44","8","2006-01-25 09:22:15","2006-02-08 09:22:15","Complete"
"127","566","1797","182","3012.08","8","2011-10-13 18:15:57","2011-10-27 18:15:57","Complete"
"128","312","665","1009","1557.43","19","1973-06-09 11:16:59","1973-06-23 11:16:59","Complete"
"129","418","1083","1015","12059.6","20","1981-02-06 05:07:43","1981-02-20 05:07:43","Complete"
"130","594","341","246","1611.44","8","2014-07-09 06:02:15","2014-07-23 06:02:15","Complete"
"131","503","1470","81","2432.4","20","2000-09-06 04:54:40","2000-09-20 04:54:40","Complete"
"132","389","398","276","13790.0","25","1971-09-27 00:46:25","1971-10-11 00:46:25","Complete"
"133","665","1389","1219","846.56","8","1975-01-13 07:05:08","1975-01-27 07:05:08","Complete"
"134","320","1726","1192","17313.3","30","1983-04-08 07:47:21","1983-04-22 07:47:21","Complete"
"135","497","1273","873","8395.75","25","2000-06-12 19:52:51","2000-06-26 19:52:51","Complete"
"136","129","985","1012","542.07","19","2021-09-15 01:52:51","2021-09-29 01:52:51","Complete"
"137","746","314","1981","9995.16","28","2001-09-09 06:09:36","2001-09-23 06:09:36","Complete"
"138","178","130","1361","4136.58","21","1981-01-27 06:23:37","1981-02-10 06:23:37","Complete"
"139","133","180","1962","9788.61","19","1982-05-15 13:43:22","1982-05-29 13:43:22","Complete"
"140","13","1524","1414","1749.3000000000002","5","2007-10-14 01:01:21","2007-10-28 01:01:21","Complete"
"141","911","1538","505","3792.32","8","2006-06-04 11:47:53","2006-06-18 11:47:53","Complete"
"142","235","1887","327","5407.799999999999","30","1970-02-05 09:45:55","1970-02-19 09:45:55","Complete"
"143","605","44","1655","1599.64","7","2003-03-02 12:19:29","2003-03-16 12:19:29","Complete"
"144","608","1082","46","2578.4","16","2007-05-05 15:49:45","2007-05-19 15:49:45","Complete"
"145","989","209","1566","2271.48","6","1978-05-09 03:20:37","1978-05-23 03:20:37","Complete"
"146","667","1294","1147","221.56","2","2000-12-17 10:14:45","2000-12-31 10:14:45","Complete"
"147","395","517","970","484.43999999999994","6","1976-04-02 07:46:33","1976-04-16 07:46:33","Complete"
"148","562","1285","357","9669.199999999999","20","1981-01-19 08:47:44","1981-02-02 08:47:44","Complete"
"149","804","1099","1065","207.14","1","1985-07-01 23:17:59","1985-07-15 23:17:59","Complete"
"150","328","800","78","4235.2","16","2008-07-11 20:43:32","2008-07-25 20:43:32","Complete"
"151","852","87","601","11000.64","28","2011-12-01 01:10:51","2011-12-15 01:10:51","Complete"
"152","874","67","129","5136.32","28","1980-01-25 04:20:47","1980-02-08 04:20:47","Complete"
"153","903","370","501","12006.4","28","2005-12-15 11:33:28","2005-12-29 11:33:28","Complete"
"154","424","1253","1210","6021.18","18","1999-04-17 22:04:02","1999-05-01 22:04:02","Complete"
"155","698","1185","606","184.20000000000002","20","2004-12-01 19:37:00","2004-12-15 19:37:00","Complete"
"156","831","371","1806","4787.7","30","1987-03-11 19:04:50","1987-03-25 19:04:50","Complete"
"157","684","125","179","6911.19","27","1980-04-08 02:04:27","1980-04-22 02:04:27","Complete"
"158","867","157","44","2846.75","25","2021-10-18 08:08:21","2021-11-01 08:08:21","Complete"
"159","661","806","956","595.0","20","1989-05-06 19:53:51","1989-05-20 19:53:51","Complete"
"160","54","926","529","1868.16","8","2014-06-22 20:59:27","2014-07-06 20:59:27","Complete"
"161","673","13","52","498.03000000000003","13","1977-09-04 01:57:52","1977-09-18 01:57:52","Complete"
"162","111","885","1538","6144.32","28","1974-01-17 06:14:01","1974-01-31 06:14:01","Complete"
"163","634","1607","1866","2033.0","10","1986-05-31 12:17:48","1986-06-14 12:17:48","Complete"
"164","249","546","989","4345.5","15","1995-10-09 05:19:04","1995-10-23 05:19:04","Complete"
"165","235","1442","327","2884.16","16","1985-03-28 17:46:30","1985-04-11 17:46:30","Complete"
"166","355","17","131","1850.6000000000001","19","1976-09-09 14:13:03","1976-09-23 14:13:03","Complete"
"167","92","740","285","534.45","3","1977-04-08 17:31:36","1977-04-22 17:31:36","Complete"
"168","561","1693","903","2957.64","12","1974-04-15 15:48:17","1974-04-29 15:48:17","Complete"
"169","927","143","1140","6331.5","25","1971-04-06 14:04:21","1971-04-20 14:04:21","Complete"
"170","447","762","715","5734.8","9","1983-04-02 07:20:19","1983-04-16 07:20:19","Complete"
"171","801","770","798","1409.3999999999999","9","2015-09-24 09:36:29","2015-10-08 09:36:29","Complete"
"172","775","346","335","1241.1","5","2010-08-29 16:17:02","2010-09-12 16:17:02","Complete"
"173","483","1570","573","10081.24","26","2021-02-06 08:26:05","2021-02-20 08:26:05","Complete"
"174","473","1598","1936","81.14","2","1972-04-30 13:22:40","1972-05-14 13:22:40","Complete"
"175","673","1196","285","1959.7199999999998","28","1976-11-10 23:29:30","1976-11-24 23:29:30","Complete"
"176","64","1382","1505","17987.940000000002","27","1996-04-08 18:54:24","1996-04-22 18:54:24","Complete"
"177","43","955","524","6506.75","25","2016-02-05 04:16:42","2016-02-19 04:16:42","Complete"
"178","398","1660","378","692.6","2","2020-02-13 21:20:52","2020-02-27 21:20:52","Complete"
"179","755","1829","74","95.21","1","1982-09-06 10:09:30","1982-09-20 10:09:30","Complete"
"180","797","364","1730","5396.2","20","1997-09-13 15:30:05","1997-09-27 15:30:05","Complete"
"181","231","1248","681","3563.56","22","1971-01-18 12:20:46","1971-02-01 12:20:46","Complete"
"182","320","1898","126","1327.32","6","1985-12-02 07:41:08","1985-12-16 07:41:08","Complete"
"183","573","208","1743","8422.2","15","1975-06-23 17:16:35","1975-07-07 17:16:35","Complete"
"184","704","1335","964","575.84","8","1991-06-08 13:25:55","1991-06-22 13:25:55","Complete"
"185","0","1705","1947","10508.24","23","1982-12-02 19:42:04","1982-12-16 19:42:04","Complete"
"186","499","376","1294","2805.6","20","1970-10-13 05:14:40","1970-10-27 05:14:40","Complete"
"187","836","1654","1411","600.54","6","2001-10-21 11:45:28","2001-11-04 11:45:28","Complete"
"188","356","242","1763","7616.7","26","1971-09-17 11:54:45","1971-10-01 11:54:45","Complete"
"189","573","815","1410","11483.5","17","2013-04-13 23:57:03","2013-04-27 23:57:03","Complete"
"190","770","406","1001","252.0","3","1974-11-23 17:47:48","1974-12-07 17:47:48","Complete"
"191","252","390","741","1425.42","6","2003-03-26 18:04:01","2003-04-09 18:04:01","Complete"
"192","101","675","1880","1252.8","18","2013-08-15 08:19:44","2013-08-29 08:19:44","Complete"
"193","423","693","797","1321.18","7","1974-03-25 01:20:40","1974-04-08 01:20:40","Complete"
"194","2","1205","1865","5251.2","20","1978-05-07 07:02:59","1978-05-21 07:02:59","Complete"
"195","611","1061","160","1754.72","11","1973-03-30 20:42:36","1973-04-13 20:42:36","Complete"
"196","398","1172","1307","9361.76","16","1992-09-26 07:38:08","1992-10-10 07:38:08","Complete"
"197","346","1662","1380","13363.65","27","1991-03-05 14:02:09","1991-03-19 14:02:09","Complete"
"198","115","1566","1793","8943.210000000001","27","1985-06-05 14:34:17","1985-06-19 14:34:17","Complete"
"199","742","617","156","3777.0200000000004","26","1997-12-10 05:27:52","1997-12-24 05:27:52","Complete"
"200","483","636","1975","3295.2599999999998","9","2001-01-07 04:41:47","2001-01-21 04:41:47","Complete"
"201","63","6","311","15374.339999999998","27","1990-12-29 22:34:41","1991-01-12 22:34:41","Complete"
"202","164","1959","1726","212.08","8","1999-10-22 06:01:42","1999-11-05 06:01:42","Complete"
"203","872","321","1177","3866.73","7","2014-06-27 15:51:39","2014-07-11 15:51:39","Complete"
"204","754","283","158","1233.96","6","2012-06-18 03:13:55","2012-07-02 03:13:55","Complete"
"205","706","1910","839","4158.63","21","1974-07-28 07:25:25","1974-08-11 07:25:25","Complete"
"206","685","1993","1947","10718.96","28","1997-09-20 01:12:58","1997-10-04 01:12:58","Complete"
"207","583","1683","377","2613.69","9","1996-08-22 13:41:52","1996-09-05 13:41:52","Complete"
"208","280","1602","1639","9823.38","19","2005-06-23 20:19:37","2005-07-07 20:19:37","Complete"
"209","545","1944","745","16931.1","30","2014-11-06 00:34:20","2014-11-20 00:34:20","Complete"
"210","355","1221","1398","955.02","11","1992-07-25 08:13:48","1992-08-08 08:13:48","Complete"
"211","44","1571","1361","5025.6","10","1973-03-15 10:18:44","1973-03-29 10:18:44","Complete"
"212","557","1592","1689","549.71","1","2008-03-24 12:03:12","2008-04-07 12:03:12","Complete"
"213","59","587","1844","367.14","29","2016-06-29 16:55:22","2016-07-13 16:55:22","Complete"
"214","279","421","76","1867.05","15","2020-03-22 02:29:14","2020-04-05 02:29:14","Complete"
"215","65","1241","1676","2477.41","13","2014-02-02 21:28:20","2014-02-16 21:28:20","Complete"
"216","626","1876","1038","14500.5","25","1975-12-18 05:53:31","1976-01-01 05:53:31","Complete"
"217","563","1841","1101","1203.74","2","2018-08-26 21:22:45","2018-09-09 21:22:45","Complete"
"218","475","1552","1305","5187.389999999999","13","1974-05-22 22:21:27","1974-06-05 22:21:27","Complete"
"219","696","557","1249","2095.9","5","2005-01-20 06:15:34","2005-02-03 06:15:34","Complete"
"220","441","900","924","4060.16","13","2010-06-17 01:03:58","2010-07-01 01:03:58","Complete"
"221","330","946","1110","2296.2200000000003","29","2019-11-17 06:26:23","2019-12-01 06:26:23","Complete"
"222","39","1876","62","5577.12","27","1975-06-15 14:18:38","1975-06-29 14:18:38","Complete"
"223","866","1545","126","955.17","3","2021-01-18 17:41:51","2021-02-01 17:41:51","Complete"
"224","148","1608","721","12080.29","23","1980-06-06 12:25:27","1980-06-20 12:25:27","Complete"
"225","510","1323","572","11209.05","27","1988-04-11 11:24:14","1988-04-25 11:24:14","Complete"
"226","724","1424","297","7853.76","18","1975-05-25 03:00:02","1975-06-08 03:00:02","Complete"
"227","707","912","77","3247.68","8","1992-01-22 03:42:34","1992-02-05 03:42:34","Complete"
"228","352","1361","1110","649.6500000000001","5","1986-12-04 00:42:41","1986-12-18 00:42:41","Complete"
"229","250","1267","924","3945.7599999999998","26","1996-04-20 18:47:47","1996-05-04 18:47:47","Complete"
"230","992","1546","1224","330.28","23","1979-02-07 06:54:12","1979-02-21 06:54:12","Complete"
"231","419","943","371","2350.8","30","1995-02-12 04:42:24","1995-02-26 04:42:24","Complete"
"232","269","1960","1741","2176.95","15","1984-08-06 06:44:57","1984-08-20 06:44:57","Complete"
"233","612","922","631","4755.36","24","1999-07-27 10:40:00","1999-08-10 10:40:00","Complete"
"234","571","552","652","160.65","27","2016-08-11 16:36:36","2016-08-25 16:36:36","Complete"
"235","123","1751","1014","925.6800000000001","3","1974-04-27 00:18:53","1974-05-11 00:18:53","Complete"
"236","986","1825","886","7935.18","11","2013-05-21 19:59:38","2013-06-04 19:59:38","Complete"
"237","186","1984","239","8897.4","20","2007-09-09 15:29:13","2007-09-23 15:29:13","Complete"
"238","330","1172","1423","1302.9","30","2012-06-05 23:07:38","2012-06-19 23:07:38","Complete"
"239","732","381","1148","7543.8","18","1982-07-29 06:58:52","1982-08-12 06:58:52","Complete"
"240","144","10","590","304.6","4","2018-05-13 15:44:01","2018-05-27 15:44:01","Complete"
"241","412","1532","1901","4659.2","28","2004-10-01 00:24:22","2004-10-15 00:24:22","Complete"
"242","851","1831","1897","4014.7200000000003","12","2002-07-22 15:34:06","2002-08-05 15:34:06","Complete"
"243","348","1725","563","4338.599999999999","14","1976-11-20 04:27:32","1976-12-04 04:27:32","Complete"
"244","201","1921","766","9709.42","14","2000-09-06 00:49:50","2000-09-20 00:49:50","Complete"
"245","49","1925","668","7035.21","21","1978-06-15 01:51:39","1978-06-29 01:51:39","Complete"
"246","602","808","207","342.95","1","1998-10-18 01:18:16","1998-11-01 01:18:16","Complete"
"247","417","776","45","8767.720000000001","26","1970-09-15 07:07:57","1970-09-29 07:07:57","Complete"
"248","984","803","1302","1564.75","11","2011-06-22 01:18:24","2011-07-06 01:18:24","Complete"
"249","331","241","189","896.39","29","1975-09-05 09:35:44","1975-09-19 09:35:44","Complete"
"250","68","1925","1261","3697.12","14","1972-08-25 21:38:29","1972-09-08 21:38:29","Complete"
"251","511","1918","225","1218.42","3","1997-11-14 14:33:50","1997-11-28 14:33:50","Complete"
"252","759","1484","992","4164.42","26","1981-08-01 08:35:06","1981-08-15 08:35:06","Complete"
"253","421","774","616","2661.6000000000004","24","1982-08-04 18:14:02","1982-08-18 18:14:02","Complete"
"254","432","106","210","447.46000000000004","13","2002-07-23 15:06:07","2002-08-06 15:06:07","Complete"
"255","81","745","460","2420.79","19","1993-01-25 22:41:17","1993-02-08 22:41:17","Complete"
"256","791","176","1735","825.44","11","2016-04-14 23:30:01","2016-04-28 23:30:01","Complete"
"257","964","1940","1566","1176.42","2","1978-02-01 22:11:53","1978-02-15 22:11:53","Complete"
"258","302","1389","1702","141.69","1","1994-12-09 18:57:15","1994-12-23 18:57:15","Complete"
"259","655","779","958","5034.7","22","1983-01-26 15:47:09","1983-02-09 15:47:09","Complete"
"260","645","1965","1097","3250.44","18","1982-02-15 03:11:41","1982-03-01 03:11:41","Complete"
"261","509","1601","1172","3636.96","24","2000-08-20 02:25:45","2000-09-03 02:25:45","Complete"
"262","838","1460","285","1528.0500000000002","5","2016-08-18 10:55:14","2016-09-01 10:55:14","Complete"
"263","71","1487","1012","253.79999999999998","12","2008-09-06 10:09:01","2008-09-20 10:09:01","Complete"
"264","5","1567","155","4573.66","26","1972-06-18 20:12:11","1972-07-02 20:12:11","Complete"
"265","798","1382","1053","10531.2","30","2017-04-23 02:11:47","2017-05-07 02:11:47","Complete"
"266","782","570","578","3758.72","16","2007-02-20 23:24:06","2007-03-06 23:24:06","Complete"
"267","400","70","1384","2368.7999999999997","30","2001-03-17 23:01:14","2001-03-31 23:01:14","Complete"
"268","943","1852","1920","217.81","1","1974-04-08 13:34:19","1974-04-22 13:34:19","Complete"
"269","633","336","478","562.38","21","2003-03-17 01:34:19","2003-03-31 01:34:19","Complete"
"270","176","908","1006","1221.54","6","1991-05-22 11:15:20","1991-06-05 11:15:20","Complete"
"271","926","192","1938","622.8199999999999","11","2012-04-24 22:38:36","2012-05-08 22:38:36","Complete"
"272","761","359","647","15951.0","25","2012-12-10 02:54:45","2012-12-24 02:54:45","Complete"
"273","535","251","890","945.52","2","2016-10-16 23:30:43","2016-10-30 23:30:43","Complete"
"274","105","1013","1692","4920.6","12","1988-05-29 16:50:27","1988-06-12 16:50:27","Complete"
"275","996","1716","641","2081.2999999999997","26","2007-12-30 02:35:13","2008-01-13 02:35:13","Complete"
"276","895","366","674","2699.52","16","2016-01-25 03:48:11","2016-02-08 03:48:11","Complete"
"277","250","516","125","3852.36","29","2014-11-09 12:58:17","2014-11-23 12:58:17","Complete"
"278","438","875","1163","13017.42","26","2010-05-05 21:55:51","2010-05-19 21:55:51","Complete"
"279","708","568","1067","214.20000000000002","20","1972-12-31 02:15:55","1973-01-14 02:15:55","Complete"
"280","51","1432","1661","3.93","1","1987-10-11 11:24:05","1987-10-25 11:24:05","Complete"
"281","147","103","813","5062.5","27","2018-10-23 16:13:08","2018-11-06 16:13:08","Complete"
"282","842","1331","1625","2592.1","14","1999-11-18 20:08:46","1999-12-02 20:08:46","Complete"
"283","725","1599","1476","5076.96","16","2002-11-08 10:00:11","2002-11-22 10:00:11","Complete"
"284","82","25","417","2326.66","14","2009-03-11 17:40:29","2009-03-25 17:40:29","Complete"
"285","322","1709","363","4553.38","13","1992-07-07 08:15:34","1992-07-21 08:15:34","Complete"
"286","695","1903","1366","145.04","1","2001-05-30 03:57:22","2001-06-13 03:57:22","Complete"
"287","556","1464","506","212.24","28","1976-01-13 16:23:33","1976-01-27 16:23:33","Complete"
